predicted_sentiment,confidence
Positive,0.98796684
Positive,0.98848605
Negative,0.9462457
Negative,0.9966497
Negative,0.9955448
Positive,0.98090816
Positive,0.9897283
Positive,0.98576593
Negative,0.9378501
Positive,0.97721934
Negative,0.9354137
Positive,0.867634
Positive,0.9839305
Positive,0.9849513
Negative,0.9796997
Negative,0.9482597
Positive,0.9829481
Negative,0.99673444
Positive,0.692151
Negative,0.9682565
Negative,0.86276174
Positive,0.97436166
Positive,0.9702434
Negative,0.9688532
Positive,0.95336944
Negative,0.986541
Positive,0.98626
Positive,0.9850425
Positive,0.98742604
Negative,0.9950854
Positive,0.9846506
Negative,0.99501014
Positive,0.88507706
Positive,0.9642026
Negative,0.9896685
Positive,0.9754513
Positive,0.9886749
Negative,0.95885783
Positive,0.9874161
Positive,0.9315364
Negative,0.95875525
Negative,0.9958092
Negative,0.99669325
Negative,0.9967829
Positive,0.9805809
Negative,0.99486744
Positive,0.98803085
Negative,0.9966197
Negative,0.9943719
Negative,0.9966635
Positive,0.9642026
Positive,0.9546147
Positive,0.9857739
Positive,0.9880818
Negative,0.9967092
Positive,0.9845596
Positive,0.5012192
Positive,0.9880624
Negative,0.99669904
Positive,0.9853081
Positive,0.9769514
Positive,0.9889086
Positive,0.9861463
Positive,0.99066013
Positive,0.97980404
Negative,0.99653995
Negative,0.97603434
Negative,0.9899226
Negative,0.9940597
Negative,0.7863878
Positive,0.9865854
Negative,0.9938545
Positive,0.98612946
Positive,0.9841286
Negative,0.9969772
Negative,0.9925014
Positive,0.9864673
Positive,0.98988664
Positive,0.93002266
Positive,0.9862829
Positive,0.9861463
Negative,0.9926092
Positive,0.9719676
Negative,0.9817732
Negative,0.994858
Negative,0.971055
Negative,0.9959565
Positive,0.98009586
Positive,0.9751764
Negative,0.9631371
Positive,0.9656792
Positive,0.51661056
Positive,0.9833788
Positive,0.98646367
Negative,0.98263264
Positive,0.9647481
Negative,0.99428743
Negative,0.9948949
Positive,0.8669015
Negative,0.80144125
Positive,0.8669015
Positive,0.954705
Positive,0.9858781
Positive,0.9879408
Positive,0.95014083
Positive,0.9811859
Negative,0.9931351
Positive,0.9876138
Positive,0.9803405
Positive,0.9875688
Positive,0.9882068
Negative,0.9919343
Positive,0.98503774
Negative,0.81977856
Positive,0.98847127
Negative,0.98779
Positive,0.9733912
Positive,0.65848
Positive,0.98819435
Negative,0.99056774
Negative,0.97511023
Negative,0.8348066
Positive,0.94484097
Positive,0.98306054
Positive,0.9869942
Negative,0.9959331
Positive,0.8669015
Positive,0.98944163
Negative,0.99619734
Negative,0.95312583
Positive,0.9837307
Negative,0.9950912
Positive,0.97644925
Positive,0.9897696
Positive,0.9832977
Positive,0.9872798
Negative,0.9746138
Positive,0.9823006
Positive,0.9866301
Negative,0.92337143
Positive,0.9892125
Negative,0.99531496
Negative,0.99138004
Positive,0.97193754
Negative,0.648804
Positive,0.98649025
Negative,0.9838598
Positive,0.9822286
Positive,0.9839305
Positive,0.98771626
Negative,0.99537766
Positive,0.8972843
Negative,0.97879
Negative,0.9961475
Positive,0.53978837
Negative,0.99401265
Positive,0.9862666
Positive,0.98907113
Positive,0.97353
Positive,0.9829087
Negative,0.9962447
Positive,0.99052715
Negative,0.9967163
Negative,0.97688967
Negative,0.96553814
Positive,0.98831195
Positive,0.98990566
Positive,0.98749346
Negative,0.9968622
Positive,0.95040435
Negative,0.9935276
Negative,0.9880179
Positive,0.97193754
Positive,0.62852967
Positive,0.9855627
Positive,0.98708737
Positive,0.8669015
Negative,0.9962728
Negative,0.9363178
Positive,0.98350453
Positive,0.9858538
Positive,0.9902947
Negative,0.9187655
Positive,0.984212
Negative,0.94284755
Positive,0.98666835
Positive,0.97917455
Positive,0.97870743
Negative,0.9936898
Negative,0.57497436
Positive,0.98677444
Negative,0.9798377
Negative,0.9965146
Positive,0.8669016
Positive,0.9817539
Positive,0.9892669
Negative,0.86605287
Positive,0.9804568
Positive,0.92927444
Positive,0.8669016
Positive,0.71235156
Positive,0.98662424
Positive,0.88707846
Positive,0.6694787
Positive,0.986318
Negative,0.95580745
Positive,0.98587614
Positive,0.70073426
Positive,0.9888552
Positive,0.9818155
Positive,0.97327405
Positive,0.988934
Positive,0.9642135
Positive,0.7741213
Negative,0.9954608
Positive,0.9692207
Negative,0.99264693
Negative,0.98339325
Positive,0.97353
Negative,0.9967411
Negative,0.9967976
Positive,0.79365546
Negative,0.9959115
Positive,0.98708737
Positive,0.94864655
Positive,0.7705793
Negative,0.9902625
Positive,0.97631925
Positive,0.9839303
Negative,0.9855173
Negative,0.9286931
Positive,0.9087276
Positive,0.9827047
Negative,0.9771707
Negative,0.9962585
Positive,0.979772
Positive,0.989028
Negative,0.9963302
Positive,0.98525435
Positive,0.9874669
Negative,0.9963798
Negative,0.91733825
Positive,0.95751524
Positive,0.9846935
Positive,0.9880713
Positive,0.97780323
Positive,0.99063957
Positive,0.971503
Positive,0.9911913
Positive,0.98720735
Positive,0.9829087
Positive,0.9636294
Negative,0.9934669
Negative,0.9948026
Positive,0.9861253
Negative,0.97976184
Negative,0.979958
Negative,0.9463046
Negative,0.99678695
Positive,0.9805111
Negative,0.99694246
Positive,0.9860341
Positive,0.98306054
Positive,0.9862592
Positive,0.9642026
Positive,0.9885302
Negative,0.9967404
Positive,0.97700614
Negative,0.99093115
Positive,0.86332226
Positive,0.9771438
Positive,0.98878783
Positive,0.9892152
Positive,0.9861463
Positive,0.9859714
Positive,0.98848385
Positive,0.986925
Negative,0.97381514
Positive,0.9259598
Positive,0.98987573
Positive,0.89493245
Positive,0.5768824
Negative,0.99534494
Negative,0.99451834
Positive,0.9851644
Negative,0.98729753
Positive,0.98847127
Negative,0.80864555
Positive,0.9867719
Positive,0.9900254
Positive,0.9853617
Negative,0.9923314
Positive,0.9454782
Positive,0.9875229
Positive,0.9073311
Positive,0.98810065
Positive,0.987003
Positive,0.83844143
Positive,0.96339357
Positive,0.9877067
Negative,0.93749106
Positive,0.9862554
Negative,0.9439538
Positive,0.97353
Positive,0.9887094
Positive,0.9852829
Positive,0.98293847
Positive,0.9903211
Positive,0.988242
Positive,0.9850425
Positive,0.98215944
Positive,0.98708737
Positive,0.97544664
Negative,0.9965996
Negative,0.9960918
Negative,0.7802229
Positive,0.98186654
Positive,0.982081
Positive,0.97353
Positive,0.96712196
Positive,0.9839305
Positive,0.985466
Positive,0.8669016
Positive,0.9835909
Negative,0.9801958
Negative,0.95429444
Positive,0.929531
Positive,0.98856586
Positive,0.98119754
Positive,0.98078674
Negative,0.9965947
Negative,0.80908984
Positive,0.9527005
Negative,0.9958301
Negative,0.9918522
Negative,0.9861122
Negative,0.8663354
Positive,0.9869234
Negative,0.9366701
Negative,0.9949936
Positive,0.9777524
Negative,0.99299496
Negative,0.9930225
Positive,0.9806348
Positive,0.9890382
Negative,0.98227006
Positive,0.95652384
Positive,0.9883936
Positive,0.9826972
Positive,0.9826757
Positive,0.98708737
Negative,0.9441652
Negative,0.98756474
Negative,0.9910754
Positive,0.9821768
Positive,0.98280615
Negative,0.978717
Negative,0.92029727
Positive,0.9881291
Positive,0.73398584
Positive,0.97925466
Negative,0.9909146
Positive,0.98361915
Positive,0.9861463
Negative,0.99627006
Positive,0.8422099
Positive,0.9872814
Positive,0.98708737
Positive,0.8669016
Positive,0.98044753
Negative,0.99620795
Positive,0.9839305
Positive,0.9849979
Positive,0.98587984
Positive,0.97736835
Negative,0.98306596
Positive,0.98762786
Positive,0.9829087
Positive,0.9840905
Positive,0.95035547
Positive,0.9875492
Positive,0.98583764
Negative,0.99570507
Negative,0.9960687
Positive,0.9879062
Positive,0.98653156
Negative,0.9957469
Positive,0.98558235
Positive,0.9860845
Negative,0.99198467
Positive,0.99114144
Positive,0.98692364
Negative,0.9868729
Positive,0.86190975
Negative,0.99646735
Positive,0.98228914
Positive,0.9804647
Negative,0.9932985
Positive,0.9829086
Positive,0.98885065
Negative,0.97769153
Positive,0.97000206
Negative,0.9947648
Positive,0.9724894
Negative,0.9963806
Positive,0.9861945
Positive,0.97841316
Positive,0.9865773
Positive,0.9457071
Positive,0.9642026
Negative,0.9643939
Negative,0.996846
Positive,0.971503
Positive,0.9849819
Negative,0.56599236
Negative,0.5537464
Positive,0.9874829
Negative,0.9941077
Positive,0.98976165
Negative,0.9958554
Positive,0.9642026
Positive,0.98859775
Positive,0.98992807
Positive,0.9868196
Negative,0.99694914
Positive,0.9841855
Negative,0.9801824
Positive,0.9897378
Negative,0.8825849
Positive,0.988761
Negative,0.9966719
Positive,0.9870559
Positive,0.98379195
Negative,0.914573
Positive,0.9895242
Negative,0.9896069
Negative,0.94660914
Negative,0.9743849
Negative,0.99579465
Positive,0.9898149
Positive,0.98415023
Positive,0.9576345
Positive,0.98848337
Positive,0.98303396
Positive,0.9887089
Positive,0.9309409
Positive,0.9578499
Negative,0.9964999
Negative,0.9758009
Negative,0.9963108
Positive,0.979955
Negative,0.99436
Negative,0.99534047
Positive,0.9872614
Positive,0.8912198
Negative,0.50547725
Positive,0.9866686
Negative,0.75256807
Negative,0.9955918
Positive,0.98397416
Negative,0.943828
Positive,0.98058414
Positive,0.94565123
Positive,0.9879046
Positive,0.9829087
Positive,0.9056672
Positive,0.9865317
Positive,0.9834562
Positive,0.9874499
Positive,0.9447217
Negative,0.9967539
Negative,0.9543659
Negative,0.99653554
Positive,0.8669015
Negative,0.99623364
Positive,0.8669015
Positive,0.98855746
Positive,0.9847419
Positive,0.9853189
Positive,0.98643214
Positive,0.9881642
Positive,0.985078
Positive,0.9866926
Positive,0.90018076
Positive,0.98850274
Positive,0.97353
Negative,0.9959364
Negative,0.96838623
Positive,0.9890772
Positive,0.9831365
Negative,0.9946274
Positive,0.864013
Negative,0.9913987
Negative,0.93647295
Negative,0.99366283
Negative,0.9959669
Positive,0.9798608
Positive,0.9880558
Positive,0.7236025
Negative,0.9945766
Positive,0.9877368
Positive,0.97353
Positive,0.9564802
Positive,0.9860341
Negative,0.9889397
Positive,0.8669015
Positive,0.98349875
Negative,0.97954684
Positive,0.97353
Positive,0.9869582
Negative,0.8775929
Negative,0.83822215
Negative,0.99412835
Positive,0.97944045
Positive,0.98027724
Positive,0.9879132
Negative,0.87509763
Positive,0.98270386
Positive,0.9792891
Negative,0.9916609
Positive,0.9877292
Positive,0.8943065
Negative,0.99692935
Negative,0.97454596
Negative,0.95953894
Positive,0.97618973
Positive,0.9773122
Negative,0.98970515
Positive,0.8669015
Positive,0.9893561
Positive,0.9871044
Positive,0.98097
Positive,0.9388977
Positive,0.968807
Negative,0.9507218
Negative,0.9647849
Negative,0.996869
Negative,0.9000493
Positive,0.9855627
Positive,0.98325366
Positive,0.9911997
Negative,0.8484251
Negative,0.99687433
Negative,0.9757681
Negative,0.994491
Positive,0.9842674
Positive,0.9472386
Positive,0.9833788
Negative,0.86224663
Positive,0.985472
Positive,0.98374903
Negative,0.9960892
Positive,0.9733199
Positive,0.96795636
Positive,0.9645321
Negative,0.9962373
Positive,0.97353
Positive,0.9828356
Positive,0.98998344
Negative,0.9966246
Positive,0.9419102
Positive,0.98998123
Positive,0.78505445
Positive,0.98805606
Positive,0.9874907
Negative,0.9897239
Negative,0.8082217
Positive,0.98770684
Negative,0.99580413
Positive,0.9900254
Negative,0.923185
Negative,0.9969361
Positive,0.9827738
Positive,0.9773235
Positive,0.9843039
Positive,0.9880173
Negative,0.99610186
Positive,0.98790234
Positive,0.98467237
Negative,0.99631846
Positive,0.98289603
Negative,0.9779392
Negative,0.95553243
Positive,0.9892046
Negative,0.96736765
Negative,0.9906923
Positive,0.9860341
Negative,0.98654664
Negative,0.9655204
Negative,0.9941835
Positive,0.98555607
Positive,0.98670954
Positive,0.9899462
Positive,0.98324305
Positive,0.9870559
Negative,0.99652797
Negative,0.9925234
Positive,0.9774828
Positive,0.9897848
Positive,0.984783
Negative,0.9617979
Positive,0.98758894
Negative,0.9573997
Negative,0.99056554
Positive,0.82107466
Positive,0.9789677
Negative,0.98552775
Positive,0.97736835
Positive,0.90506417
Negative,0.99682534
Negative,0.9966376
Negative,0.9963626
Positive,0.9887861
Negative,0.99680734
Positive,0.9858036
Negative,0.9965245
Negative,0.95787746
Negative,0.99610376
Positive,0.9867379
Positive,0.987965
Negative,0.99640405
Positive,0.9796403
Negative,0.9967153
Positive,0.8669016
Negative,0.99687105
Positive,0.9831629
Negative,0.9968465
Negative,0.9968935
Positive,0.9856464
Negative,0.99629563
Positive,0.97688735
Positive,0.98119754
Positive,0.9889641
Positive,0.9871638
Negative,0.99634874
Negative,0.9886565
Positive,0.9873352
Negative,0.9967662
Positive,0.9839855
Positive,0.984329
Positive,0.954995
Negative,0.9692192
Negative,0.9940952
Positive,0.9874669
Positive,0.9832538
Negative,0.9963561
Positive,0.9841048
Positive,0.9863427
Positive,0.95249116
Positive,0.9763372
Positive,0.98905367
Negative,0.9966666
Positive,0.9377592
Negative,0.9747395
Negative,0.9835054
Negative,0.9510256
Positive,0.979726
Positive,0.98969054
Positive,0.98439515
Negative,0.97604966
Positive,0.9436649
Positive,0.9784864
Negative,0.99640816
Positive,0.979443
Positive,0.8669016
Positive,0.9853081
Positive,0.908997
Positive,0.98726
Positive,0.9817707
Positive,0.86332226
Positive,0.9855627
Negative,0.99615955
Positive,0.9845173
Positive,0.97917455
Negative,0.9832206
Negative,0.8735787
Positive,0.98137546
Positive,0.9807742
Positive,0.9844875
Negative,0.99566036
Negative,0.9943304
Positive,0.7855622
Negative,0.9968315
Positive,0.97587216
Positive,0.98701304
Positive,0.97815394
Positive,0.98353785
Positive,0.8669016
Positive,0.98832
Negative,0.99452066
Negative,0.70880324
Positive,0.98329747
Positive,0.98772186
Positive,0.98480487
Negative,0.99556243
Negative,0.9943315
Negative,0.68169785
Positive,0.9868225
Negative,0.9965353
Negative,0.9968933
Positive,0.98708737
Positive,0.96885544
Positive,0.98812324
Positive,0.9821133
Negative,0.99654657
Positive,0.9304331
Positive,0.98646426
Negative,0.9804279
Negative,0.9963696
Negative,0.9967986
Negative,0.77710015
Negative,0.99628013
Negative,0.98531556
Positive,0.9889415
Negative,0.72594225
Positive,0.9866411
Negative,0.993399
Positive,0.9851913
Positive,0.98025507
Positive,0.7301337
Negative,0.96784896
Negative,0.9830224
Negative,0.96055967
Positive,0.988943
Negative,0.9913087
Negative,0.9945374
Negative,0.9959752
Positive,0.94933987
Positive,0.9855627
Negative,0.9859875
Negative,0.9867734
Positive,0.98926884
Positive,0.971503
Negative,0.9862162
Positive,0.9803075
Negative,0.9424295
Positive,0.98522794
Negative,0.9931763
Positive,0.98639953
Negative,0.99186
Positive,0.9878891
Positive,0.9875315
Positive,0.9860998
Positive,0.7805466
Positive,0.923128
Negative,0.9441074
Positive,0.9896716
Positive,0.98473257
Negative,0.9967043
Positive,0.98049533
Positive,0.9855627
Positive,0.9868088
Positive,0.86332226
Negative,0.99402535
Positive,0.9701312
Positive,0.99173975
Negative,0.9964353
Positive,0.98411995
Positive,0.9876639
Positive,0.97193754
Positive,0.9854197
Positive,0.97353
Negative,0.9947568
Positive,0.9848934
Positive,0.9803075
Positive,0.9724106
Negative,0.96733105
Negative,0.63354856
Positive,0.986935
Positive,0.9733515
Positive,0.94807434
Positive,0.97881854
Positive,0.97917455
Positive,0.8669015
Negative,0.99415874
Positive,0.9775023
Positive,0.9221326
Positive,0.9853081
Positive,0.98306054
Positive,0.97158504
Negative,0.9709561
Negative,0.99653864
Negative,0.9948835
Negative,0.98023593
Positive,0.9860428
Negative,0.9890532
Positive,0.9818289
Positive,0.97353
Positive,0.9531858
Positive,0.98587483
Negative,0.89378744
Positive,0.8676007
Positive,0.9009133
Positive,0.97193754
Positive,0.9797805
Positive,0.98962057
Positive,0.98213404
Positive,0.9800822
Positive,0.9860341
Positive,0.97851676
Positive,0.97353
Positive,0.909147
Positive,0.9900788
Negative,0.9957094
Positive,0.98367983
Negative,0.9760468
Negative,0.97043097
Positive,0.98823977
Positive,0.9794685
Negative,0.9925012
Negative,0.8184601
Positive,0.9642026
Negative,0.9797896
Positive,0.97353
Negative,0.9958573
Positive,0.97353
Negative,0.9944886
Negative,0.99504733
Negative,0.9935588
Negative,0.97071046
Positive,0.98708737
Negative,0.99669623
Positive,0.98570824
Negative,0.93407905
Positive,0.97755677
Negative,0.6732634
Positive,0.9860341
Positive,0.98052603
Negative,0.9424295
Negative,0.99668664
Positive,0.98786443
Positive,0.98559314
Negative,0.98705286
Positive,0.9871638
Negative,0.9960226
Negative,0.99503505
Positive,0.98758894
Negative,0.99700505
Negative,0.57082915
Negative,0.99669015
Positive,0.9882583
Negative,0.9895355
Positive,0.9890938
Negative,0.99021447
Positive,0.97725767
Positive,0.98740023
Positive,0.9904557
Positive,0.8669016
Positive,0.97353
Negative,0.9931686
Negative,0.9969304
Negative,0.9920425
Positive,0.9871372
Negative,0.99674255
Negative,0.9923443
Positive,0.97395986
Negative,0.97494817
Positive,0.9861856
Negative,0.96833926
Positive,0.94943964
Positive,0.9879566
Positive,0.9855627
Positive,0.7958588
Positive,0.9871093
Positive,0.9642026
Positive,0.9718341
Positive,0.9862532
Negative,0.9153596
Positive,0.98575324
Positive,0.9870083
Positive,0.8669016
Positive,0.9863093
Negative,0.9161733
Positive,0.9877572
Positive,0.98300284
Negative,0.8513434
Negative,0.9968213
Negative,0.645864
Negative,0.98794776
Positive,0.9831713
Negative,0.9956352
Positive,0.9874222
Negative,0.9910902
Negative,0.99551266
Negative,0.9966537
Negative,0.9925166
Negative,0.96620387
Negative,0.9849706
Positive,0.96230996
Positive,0.9864833
Negative,0.99648106
Positive,0.8408651
Positive,0.9795197
Positive,0.8669016
Negative,0.9960295
Positive,0.9850819
Negative,0.9964533
Positive,0.9854952
Negative,0.86701554
Positive,0.69453716
Negative,0.996357
Positive,0.98351526
Negative,0.9964773
Positive,0.9721542
Positive,0.9860341
Positive,0.98917484
Positive,0.9831713
Negative,0.9946956
Positive,0.98791647
Positive,0.8669016
Negative,0.9970091
Negative,0.9552362
Positive,0.98964614
Positive,0.50557333
Negative,0.99463165
Positive,0.9811628
Positive,0.97728556
Positive,0.9622786
Positive,0.96837413
Positive,0.98306054
Positive,0.9878834
Negative,0.7784292
Negative,0.9900657
Positive,0.98675644
Positive,0.9212995
Negative,0.80847275
Positive,0.97353
Positive,0.983466
Positive,0.9894939
